inscricao,latitude,longitude,setor,elevacao
"3141748",-3.77067528101819,-38.5149485747267,"6",7
"999083",-3.80108380476028,-38.4956982854976,"10",20.9898643493652
"2919109",-3.73061586474332,-38.4731190781918,"18",17.2139186859131
"6734456",-3.79046588269177,-38.4780673877166,"10",19
"1736426",-3.75748483036541,-38.4819188075168,"10",7.81072616577148
"214990",-3.76095807733481,-38.5133192895359,"17",9
"6694390",-3.73680797104379,-38.5383037188313,"2",21
"2050919",-3.75664761987093,-38.5337567101794,"6",20
"3686779",-3.72624623618167,-38.4760224470501,"18",34.3438987731934
"7424671",-3.77396493525148,-38.5298889448149,"6",13.8081922531128
"7650892",-3.74950712560184,-38.4522899068042,"18",14
"7918577",-3.80837929296799,-38.4637312759354,"10",16.2608985900879
"2569370",-3.75641777174077,-38.5094882412156,"17",16
"5154197",-3.79326231313277,-38.4674298494651,"10",7.97069597244263
"3131173",-3.76497584266767,-38.5098885678247,"6",4.8049373626709
"7650736",-3.74813823033289,-38.4513201384977,"18",11.1257352828979
"10355014",-3.79988604073559,-38.489593155979,"10",15.0023498535156
"244813",-3.80783568528385,-38.4325284624441,"10",8.64737701416016
"10416412",-3.72834535267527,-38.4701164566387,"18",49
"2652714",-3.71978906377764,-38.5451456506368,"2",15.9545612335205
"7759797",-3.77715707871858,-38.4758167417823,"10",7.17558240890503
"10030280",-3.79389484475716,-38.4917706982631,"10",17.717248916626
"5202647",-3.72853509896249,-38.4634444147084,"18",12.6322040557861
"8878587",-3.79997073025752,-38.5104451908894,"10",5
"8215596",-3.78518849687097,-38.4587392378492,"10",12.1132297515869
"5051800",-3.72634661651545,-38.4673463733081,"18",30.9115447998047
"9872361",-3.81533462522033,-38.4472728396208,"10",6.767418384552
"5102634",-3.78250060970499,-38.5053506304102,"10",4.76815271377563
"10682198",-3.73905060611468,-38.4814296431211,"18",14.6466779708862
"3111601",-3.77042141400202,-38.5162433251595,"6",11
"3248372",-3.73817946666583,-38.4871724056106,"17",16.2942180633545
"9069771",-3.72791648193158,-38.4623316006402,"18",11.6703433990479
"389960",-3.72343499578709,-38.5332620571977,"2",18.5394821166992
"3105954",-3.7734098577619,-38.5154249248667,"6",8.75560665130615
"3136485",-3.76284159432885,-38.514571034186,"6",3.69181704521179
"10670033",-3.71995951035752,-38.5178245069461,"17",3.96445250511169
"1808524",-3.74972424181505,-38.474556681682,"18",20
"3052591",-3.76583330355643,-38.5141803625134,"6",17
"3507360",-3.71859479840852,-38.4640336477538,"18",5
"25232",-3.72501716492441,-38.5043264375387,"17",6.09068155288696
"1372246",-3.81499031338406,-38.4757147733225,"10",22.1733684539795
"4185269",-3.72980487903716,-38.5024162349411,"17",31
"10071156",-3.7269903349239,-38.477409388911,"18",11
"5206952",-3.77512930382739,-38.474943222516,"10",12
"2926911",-3.72614660781809,-38.4708441609712,"18",63.8731155395508
"4217454",-3.78837834032693,-38.442576470068,"10",9.30223369598389
"1040",-3.73020701216025,-38.5086736419309,"17",23.698205947876
"8295956",-3.77270835007774,-38.5326284896283,"6",14.6106376647949
"368610",-3.72567939228871,-38.5370807009889,"2",16.3691082000732
"4080599",-3.74507794383815,-38.4958864949835,"17",32.1957511901855
"397130",-3.73044284740757,-38.4866743153835,"17",12.3080501556396
"232440",-3.73559167546662,-38.4967604441757,"17",23
"6506941",-3.75823441710343,-38.4693319277683,"18",23.099645614624
"1734865",-3.78918411908037,-38.4857796344259,"10",8.93798828125
"8864306",-3.77383735787735,-38.5143862653542,"6",6
"228141",-3.73888542606339,-38.4967875778988,"17",30.1059417724609
"10324941",-3.79232478904482,-38.4699279928307,"10",14.4573850631714
"1849964",-3.73438696776887,-38.4859328345262,"17",13.1848192214966
"87807",-3.7453120988522,-38.5245217738161,"17",13
"6706363",-3.73561434261426,-38.5161951949126,"17",19
"2378604",-3.77693793300202,-38.4578811839267,"10",4.89478397369385
"199265",-3.74636545828074,-38.5054425490128,"17",41.9266662597656
"8061530",-3.7932161890367,-38.490987003737,"10",17.3245582580566
"10074120",-3.77398612087211,-38.494911427233,"10",13.2970972061157
"93254",-3.74371966463132,-38.519109702595,"17",18.269458770752
"1801457",-3.75031629192474,-38.4695620587007,"18",20.6078796386719
"1801759",-3.75006119804176,-38.4697750878687,"18",20.475564956665
"4858735",-3.72909096052172,-38.4637346931269,"18",13
"9040",-3.72668690744792,-38.5159756922444,"17",17.6315822601318
"272566",-3.7287243079493,-38.4862295423094,"17",11
"3832236",-3.73450494412535,-38.4938504758424,"17",23
"5735270",-3.72952853334804,-38.5296590263575,"2",19.0888404846191
"402079",-3.7177043293114,-38.540257638441,"2",14.8596715927124
"5604508",-3.79299787462191,-38.506263668703,"10",6.08138132095337
"3079082",-3.7648569979925,-38.5151468060167,"6",14.8532466888428
"264822",-3.72626846244026,-38.4894090483665,"17",12.9886703491211
"3087026",-3.7663822491876,-38.5124628695666,"6",9.9256067276001
"3990583",-3.72695318398843,-38.4773078826047,"18",11
"4810686",-3.72832375975348,-38.4625438073463,"18",12.5909337997437
"4248333",-3.73098218449751,-38.5030533678195,"17",30.9609489440918
"10098895",-3.74127941422717,-38.5010225835268,"17",35.5204162597656
"5119600",-3.80779667068739,-38.4491052154144,"10",13.9526767730713
"5096600",-3.78271592721481,-38.5050976909506,"10",5
"8252009",-3.79916275997167,-38.5005482024077,"10",14.8747005462646
"327743",-3.73019655673204,-38.5270671432356,"2",19.068962097168
"133469",-3.75903461307102,-38.5165550339781,"17",14.7226076126099
"10520791",-3.73831791661586,-38.4670064159063,"18",37.6359748840332
"2922703",-3.76170887789634,-38.5138210872416,"17",3.81156420707703
"7741820",-3.72780083453115,-38.4726874558915,"18",47.3155784606934
"4392868",-3.76076927066444,-38.5164975841024,"17",3.96851658821106
"105210",-3.74086340124674,-38.5180968082574,"17",30.0970916748047
"1809229",-3.74998306394269,-38.4730135885218,"18",20
"5414466",-3.76944898678002,-38.5120684461588,"6",3.60670709609985
"8863733",-3.75170690794585,-38.4736799007308,"18",20.8129997253418
"7971702",-3.72577314643581,-38.4700841175574,"18",57.6582908630371
"6003613",-3.76307695657517,-38.5106458653284,"6",3.39561176300049
"5147352",-3.73106184407657,-38.4729437686005,"18",18.1230659484863
"2084422",-3.72992323213173,-38.5233695500204,"2",17
"3113469",-3.76787718726713,-38.5137600751419,"6",13
"251445",-3.73482857143528,-38.4922589408164,"17",19.6703414916992
"8533040",-3.7297508454912,-38.4648911997859,"18",28
"8686130",-3.76888599482723,-38.4926434720451,"10",21
"4968018",-3.73295080236188,-38.4696998202118,"18",34.1977653503418
"6028071",-3.76894937259427,-38.5121129900954,"6",4.42298269271851
"7786026",-3.81649377391226,-38.4721242556043,"10",23.6625061035156
"844969",-3.76628742426738,-38.5115050439024,"6",7
"4196872",-3.77716154926301,-38.4575753857362,"10",4.13181638717651
"5000602",-3.79597439228387,-38.4908552831477,"10",20.9628505706787
"155985",-3.75604651117182,-38.5161735054022,"17",18.7339611053467
"8397988",-3.746709908685,-38.4834185558753,"18",8.43887329101563
"198439",-3.74569040720763,-38.5053669677909,"17",44
"3324362",-3.81042524475867,-38.4752154650127,"10",15.977424621582
"5453259",-3.79231645492005,-38.4849386154585,"10",16.2781352996826
"10457526",-3.79979926394359,-38.4962537295219,"10",18.7370491027832
"5172527",-3.78706742872955,-38.4672476425479,"10",14.9212436676025
"2369567",-3.79714488563869,-38.4731042700875,"10",14.3464508056641
"3112748",-3.76901843006696,-38.5118797822182,"6",3.89130067825317
"272574",-3.72857054255849,-38.4856668690769,"17",10.5328779220581
"7665156",-3.77393226691827,-38.4956917549824,"10",10.5665988922119
"3050319",-3.76764156163999,-38.5156057968529,"6",16.3002338409424
"303674",-3.73757532906204,-38.5341636876389,"2",22
"4197763",-3.72714111832846,-38.5380390689037,"2",18
"10404538",-3.78629824249334,-38.4655822738288,"10",13.455283164978
"40126",-3.7393826928605,-38.5116466839013,"17",26
"3106497",-3.77316984759412,-38.5142454333005,"6",4.43004703521729
"7417160",-3.7742129844162,-38.5292864121923,"6",15.703803062439
"10613250",-3.76945461859399,-38.5325322524947,"6",17.0405616760254
"6805817",-3.76155301472068,-38.5303604808091,"6",15.5156831741333
"7136242",-3.80930144485139,-38.4283294662027,"10",20.4723472595215
"10309080",-3.80654082991647,-38.4612478534097,"10",11
"5047579",-3.77418559347419,-38.5310943881906,"6",13.6909980773926
"26760",-3.7218862680633,-38.5091159473477,"17",4.29062557220459
"10311769",-3.72771130488537,-38.4762180457258,"18",24.8966865539551
"7611269",-3.77351453462002,-38.4742334595303,"10",18.8264541625977
"84891",-3.74969220385553,-38.5212185404183,"17",12.732385635376
"3975460",-3.72941961290347,-38.4851775379778,"17",10.6369171142578
"4846397",-3.72831840986012,-38.4625522778382,"18",12.5909337997437
"3983960",-3.72237947225971,-38.4808973652927,"17",3.8889787197113
"1879510",-3.76412408657434,-38.5307263866245,"6",18.2089424133301
"5193249",-3.72614533575154,-38.4755717048149,"18",37.4664878845215
"8296669",-3.77310849011854,-38.5322776091068,"6",14
"2025299",-3.75953381084683,-38.5119836054775,"17",16.6016502380371
"5279437",-3.79501636315976,-38.4919900016352,"10",18.6134357452393
"5316421",-3.80458754655891,-38.4758566387936,"10",11.5078716278076
"88846",-3.74341845470905,-38.5237494562986,"17",18.8923149108887
"5269393",-3.7584211717393,-38.5191104562225,"17",11.1030931472778
"10614036",-3.80995478219632,-38.4662727572185,"10",10.8873443603516
"8027188",-3.76381520333321,-38.5165788125067,"6",7.70450592041016
"332372",-3.72916304211323,-38.5283056727606,"2",20.0338363647461
"5188024",-3.78806816409619,-38.4763472081681,"10",17
"7678800",-3.72621002875276,-38.4610119853068,"18",7.1411600112915
"2380463",-3.72090902306168,-38.4756063351518,"18",32.100658416748
"3050823",-3.76754400038889,-38.5137071537313,"6",13.0181007385254
"1802720",-3.75020623653683,-38.4678384629017,"18",20
"4816676",-3.76096892816307,-38.4930790458393,"10",7.76894950866699
"164976",-3.76125912485685,-38.5082951228567,"17",8.37726497650146
"2003716",-3.74353021842581,-38.4992043886185,"17",37.2087249755859
"4807898",-3.77414499051011,-38.4900986676987,"10",19.6040573120117
"10276254",-3.80387968965068,-38.4791234640965,"10",10.3970336914063
"7708629",-3.77035974704299,-38.5119803881236,"6",3
"1732048",-3.77456644378922,-38.4765019390973,"10",12.7118072509766
"198447",-3.74572490092459,-38.5053778559433,"17",44
"4013867",-3.72988690673955,-38.463234550747,"18",13.8052349090576
"416959",-3.73353529356552,-38.5410958549743,"2",20.0720672607422
"5288940",-3.79010120414337,-38.4893182494645,"10",15.5456695556641
"3135306",-3.76255396352161,-38.5155015252314,"6",3.38789367675781
"1798758",-3.75166128204024,-38.4691730591568,"18",21
"6000380",-3.76333675077879,-38.5107034304268,"6",3.80269718170166
"59935",-3.7347037930668,-38.5099459255868,"17",23.3226375579834
"233803",-3.73188535106956,-38.5019347032137,"17",32.7551918029785
"3590",-3.72988434367334,-38.5128783718844,"17",22.5137786865234
"8087016",-3.71938362038438,-38.5457950886047,"2",17.1817874908447
"10798439",-3.77338347897471,-38.4923750282396,"10",19.8186073303223
"6001890",-3.73544080851472,-38.5076886794148,"17",24
"69205",-3.72948120976538,-38.5189546773309,"17",18
"10076654",-3.8021827324739,-38.4923910981564,"10",15.5834770202637
"5144310",-3.80095262833921,-38.4761768393233,"10",23.6228122711182
"3803236",-3.75515200027346,-38.5111416787466,"17",22
"5100437",-3.78505770404411,-38.5046519244698,"10",5.70190906524658
"114340",-3.73871370804935,-38.522091998289,"17",25
"9042997",-3.76091023512754,-38.5127466489059,"17",9.45828723907471
"128473",-3.76161315230368,-38.514506793061,"17",3.24159836769104
"3110796",-3.7698223128911,-38.515571156305,"6",9
"10408002",-3.79330607115375,-38.4909972157413,"10",17
"3767159",-3.72846829762362,-38.4633065209646,"18",12.526219367981
"5150914",-3.72780534248158,-38.4739053907435,"18",41.4711570739746
"10060677",-3.77077847680259,-38.4406798728439,"18",10.1182537078857
"4197844",-3.72714111832846,-38.5380390689037,"2",18
"3139204",-3.76314715486677,-38.5097475606304,"6",3.11797618865967
"10592970",-3.78291462019449,-38.4583839078379,"10",9
"1807684",-3.75095702785992,-38.4728422202819,"18",20.2720069885254
"1748670",-3.73120376328418,-38.477167075598,"18",12.6015577316284
"10281401",-3.75017412064049,-38.4737546378661,"18",20
"4367855",-3.76046853720337,-38.4847260214675,"10",11.5096559524536
"7742770",-3.72559268296911,-38.4757193313359,"18",32.1963577270508
"329150",-3.73210518842299,-38.5233398782448,"2",16.0319633483887
"8251193",-3.79103858800642,-38.4697067837747,"10",11
"5094097",-3.78407983116173,-38.510216487254,"10",4.93171548843384
"3118665",-3.77201568122732,-38.5136851242725,"6",5.93729591369629
"3109682",-3.77116037365105,-38.5131069207761,"6",3.99276351928711
"3987787",-3.73142696096555,-38.481973406839,"18",10
"5109051",-3.78153847807118,-38.5092664684272,"10",5
"5318270",-3.75839030255879,-38.5191289969914,"17",11
"3049272",-3.76795884981794,-38.5151972809709,"6",14.4103584289551
"3687856",-3.77078970676092,-38.5116108058111,"6",3
"4778154",-3.72454008027323,-38.470693471212,"18",45.5839462280273
"10641599",-3.73385813717292,-38.5409611381164,"2",20.301778793335
"96458",-3.74586342201726,-38.5146453380225,"17",30.7984733581543
"216275",-3.75974491917976,-38.5089870306048,"17",14.1628656387329
"6686184",-3.72779485539081,-38.4760215510587,"18",24.4074478149414
"6004857",-3.73968717975602,-38.4778631930583,"18",15
"10043330",-3.73003804581188,-38.5340316456165,"2",20.0555572509766
"2937654",-3.75557126651316,-38.5086701935459,"17",19.8678073883057
"304670",-3.73533284886595,-38.5311791475268,"2",23.7188816070557
"6043747",-3.72691257322457,-38.4659997534003,"18",23.2354412078857
"1846906",-3.7440504794573,-38.4946178133107,"17",36
"3109429",-3.77141623688922,-38.5143613643717,"6",7
"3139182",-3.76328679842764,-38.5097770105931,"6",3.71456575393677
"4826655",-3.76002447747736,-38.4855253402545,"10",10.162615776062
"7972695",-3.72679541399842,-38.4684522888966,"18",44.9180564880371
"4155505",-3.72449786801901,-38.4772181633276,"18",17.6376457214355
"5314925",-3.7496687393712,-38.4515463400485,"18",13
"7669879",-3.76838755968813,-38.5100529773569,"6",4.52183246612549
"10353224",-3.80310744928331,-38.4775271561444,"10",16.2789173126221
"3130541",-3.76580257721961,-38.5169439655354,"6",15
"1803360",-3.74957705371734,-38.4690282335526,"18",20
"9028617",-3.79644250828472,-38.5076147685672,"10",5.1404914855957
"3115160",-3.76634237814977,-38.509811228286,"6",4
"13955934",-3.78402936389062,-38.5050760986261,"10",5.13039302825928
"8052999",-3.77459159924283,-38.5069062214275,"10",3.01999998092651
"3688860",-3.80464882273728,-38.4775176327454,"10",9.98042678833008
"10383360",-3.7996816288103,-38.4910769804837,"10",10.0018110275269
"368342",-3.72655660431945,-38.5377714950006,"2",17.1272926330566
"394319",-3.72034406212714,-38.5323165341701,"2",23.7691612243652
"3052656",-3.76589725202172,-38.5144982577535,"6",18.1919422149658
"1564404",-3.75714870325134,-38.4696559245522,"18",28
"1490133",-3.76525578341351,-38.5104164972548,"6",5
"1744984",-3.73244383726476,-38.4805625074922,"18",12
"2937263",-3.7620561184683,-38.4911604492295,"10",9.4693489074707
"3086151",-3.76775092699103,-38.512890320334,"6",9.50387287139893
"5279429",-3.79492651374907,-38.4919795081566,"10",18.3596706390381
"216925",-3.74137405444993,-38.5028577064735,"17",35
"5288975",-3.79003456800882,-38.4889289497324,"10",14.7474870681763
"226882",-3.7377063894525,-38.5020232113849,"17",31
"5439914",-3.74443992883104,-38.5253828947537,"17",11.4109182357788
"3690857",-3.74389202379081,-38.5239258817841,"17",18
"54348",-3.73414835124453,-38.5170084787231,"17",20
"3086968",-3.7662717419471,-38.5119338418197,"6",8
"4011228",-3.72619996031635,-38.4674168182039,"18",31.7007369995117
"4151364",-3.72292641562418,-38.476092185874,"18",24.5190353393555
"4080467",-3.74519703366159,-38.4961313057992,"17",32.3731575012207
"1797743",-3.75195328864067,-38.4697651564373,"18",21
"2813165",-3.77127660858599,-38.4850407306027,"10",18.3963451385498
"793752",-3.74516432355674,-38.4959132540896,"17",32.0319938659668
"203599",-3.74777110966864,-38.5014083018884,"17",36.7949523925781
"3104818",-3.81057169257217,-38.4255038999419,"10",17.5808219909668
"4808380",-3.77384379592856,-38.4911325628849,"10",19.3594455718994
"4012151",-3.727996371227,-38.4661069638672,"18",27.7324409484863
"4083881",-3.74485790720122,-38.4976317144119,"17",34.9909439086914
"2936747",-3.78288886808116,-38.4590633071532,"10",9.6796817779541
"3344",-3.73012720783478,-38.512152787791,"17",21.6545085906982
"5114799",-3.79817925631312,-38.47834334653,"10",22.0485649108887
"2909235",-3.73028031393613,-38.4874785232157,"17",13.6542997360229
"4244060",-3.80888115145346,-38.4714767754068,"10",14.8833379745483
"3776417",-3.74255408076583,-38.5256818199339,"17",13
"1792946",-3.75443051864271,-38.4697346459295,"18",20.2872066497803
"5319730",-3.80965466346393,-38.4261812761122,"10",21
"9067191",-3.73698001003033,-38.4872605860205,"17",15.7377157211304
"1801481",-3.75022497497619,-38.4698449965864,"18",20.61159324646
"1852426",-3.72240981596361,-38.5384511639176,"2",14
"230200",-3.73574797526516,-38.5047053157738,"17",26.9671115875244
"3134598",-3.76362255715855,-38.5171421185323,"6",9.298752784729
"5204941",-3.77318145739043,-38.4724397258888,"10",19.3534488677979
"7432925",-3.77465861033804,-38.5300427356159,"6",15.3369541168213
"3974405",-3.7305944629861,-38.4859735703311,"17",12
"5283647",-3.79063134873396,-38.4914901944372,"10",19.1737022399902
"4967623",-3.7331501162526,-38.4698381561411,"18",33
"5209927",-3.769481323354,-38.4727447916461,"10",14
"5185475",-3.78792795813082,-38.4707515272925,"10",17.0806579589844
"3316637",-3.80978495022291,-38.4642420037869,"10",17.5494174957275
"3693961",-3.76185242838816,-38.5113610377781,"17",4
"6725511",-3.75233404641208,-38.4745645349855,"18",21.3528995513916
"324736",-3.72964097730759,-38.5316412465709,"2",19
"342467",-3.72667027377868,-38.5284243061476,"2",18.9443054199219
"53007",-3.73182619416048,-38.5196761259962,"17",17
"203025",-3.74481530349453,-38.5018169572661,"17",41.883716583252
"5200237",-3.79907845324649,-38.454299962702,"10",9
"366196",-3.7259697951111,-38.5399003558603,"2",17.2758960723877
"179337",-3.75755594900363,-38.5089362781147,"17",14
"4156269",-3.74533909333899,-38.4969411487506,"17",33.3096618652344
"2079259",-3.72836637594599,-38.4734061996266,"18",42.0094337463379
"182796",-3.75468430944009,-38.510689868248,"17",23.647180557251
"2454599",-3.81053907225806,-38.5114860238052,"10",5.02256441116333
"5171440",-3.78711131885865,-38.460865801283,"10",14
"10251740",-3.7270512447193,-38.5397342280293,"2",18
"3433528",-3.81582874022644,-38.4475798658979,"10",7
"3653749",-3.81276649617755,-38.4751844744804,"10",19.5424556732178
"1806912",-3.75092259550843,-38.4738556958176,"18",20
"120758",-3.73845684778536,-38.5233046337288,"17",23
"2924170",-3.72704380863078,-38.4954639322804,"17",7.26365852355957
"4200128",-3.7500202822312,-38.4697333544046,"18",20.42822265625
"791040",-3.80190514487545,-38.4645008158058,"10",2.44909524917603
"1574221",-3.78987569759952,-38.5073232612009,"10",5
"815004",-3.75070867099031,-38.4737557246005,"18",20
"2173840",-3.74918276321464,-38.4529842891007,"18",14.9899930953979
"3050769",-3.76746704035286,-38.5133426197854,"6",12.0731763839722
"10509267",-3.77732395328955,-38.5136807474227,"6",5.47922945022583
"2851580",-3.77267734170077,-38.5144772429122,"6",5.5993857383728
"6606717",-3.75096280001605,-38.5172714414925,"17",15.9058799743652
"3143511",-3.73107532915773,-38.477882364198,"18",13.4489364624023
"7666608",-3.77592732762376,-38.5133660875922,"6",3.30840396881104
"187224",-3.75461959765443,-38.5075109808546,"17",22.3542766571045
"367982",-3.72628368272558,-38.5388587096851,"2",17.1926288604736
"185558",-3.7550787369206,-38.5083290729988,"17",21
"928330",-3.78724389001142,-38.4872060106176,"10",14.6707429885864
"4994655",-3.79051745555598,-38.5039928730062,"10",9.03821849822998
"5289955",-3.78704405692753,-38.4879703953406,"10",17.6893634796143
"5296358",-3.78459031221049,-38.4968522667143,"10",18.1161975860596
"6606369",-3.79948327207443,-38.4990393205661,"10",17.6467571258545
"8310785",-3.77378654224322,-38.5288978053988,"6",16.6875610351563
"5164885",-3.7698913125086,-38.4733018152653,"10",14
"4005228",-3.71669101083262,-38.4643710768712,"18",5
"7723598",-3.77698400102324,-38.4908057576651,"10",17.756275177002
"10016180",-3.7505403536304,-38.5057113108409,"17",32.1977653503418
"6651372",-3.72739085878695,-38.5184239143487,"17",18.7653312683105
"5167493",-3.76980409299618,-38.4735120298737,"10",14
"108987",-3.73960804304703,-38.5178056324031,"17",30
"67202",-3.73237503036555,-38.5141305038602,"17",24
"5281857",-3.79259127815442,-38.4934134628849,"10",20
"3125203",-3.72926948652237,-38.4826447722261,"17",12
"3711471",-3.76035652443682,-38.512181442968,"17",12
"3433838",-3.81247370393223,-38.4485527984842,"10",9.07555198669434
"10332200",-3.77406755068403,-38.4619373839287,"10",6
"3255",-3.72902193496481,-38.5109774571492,"17",21
"321222",-3.73285677390099,-38.5263429236941,"2",17.7007904052734
"7305249",-3.79152390221941,-38.4828214357553,"10",13
"125709",-3.7619200947117,-38.5135955583858,"17",3.5545027256012
"2941120",-3.79048736990467,-38.4634935767633,"10",13.4504241943359
"8217513",-3.78432331307744,-38.4573675447636,"10",10
"216526",-3.74285372390438,-38.5012851212405,"17",40
"2625776",-3.74105064648586,-38.5106396675104,"17",31.3834438323975
"10675337",-3.72626654719159,-38.4631604199583,"18",11.3412637710571
"8229384",-3.7710857001831,-38.4421524538248,"18",12.1044702529907
"5318521",-3.80341038646377,-38.478364088742,"10",14.1023111343384
"8592640",-3.77693793300202,-38.4578811839267,"10",4.89478397369385
"10761276",-3.76794402121442,-38.4397189580604,"18",5.06841659545898
